Student_ID,Age,Gender,Degree,Branch,Semester,CGPA,Python,SQL,Java,C++,JavaScript,HTML_CSS,Data_Structures,OOP,Statistics,Mathematics,Machine_Learning,Deep_Learning,Data_Visualization,Pandas,NumPy,Power_BI,Communication,Leadership,Problem_Solving,Critical_Thinking,Creativity,Teamwork,Presentation,Time_Management,AI_Interest,Programming_Interest,Research_Interest,Business_Interest,Cloud_Interest,Cybersecurity_Interest,Finance_Interest,Design_Interest,Analytical_Thinking,Logical_Reasoning,Attention_to_Detail,Decision_Making,Confidence,Adaptability,Curiosity,Projects,Internships,Hackathons,Certifications,GitHub_Activity,Open_Source,Career
18243,21,Female,M.Tech,Artificial Intelligence,1,7.96,5,3,2,3,1,1,5,4,4,4,4,4,5,4,5,4,5,2,5,4,4,4,3,4,5,4,4,2,3,1,1,1,5,5,5,5,5,5,5,7,3,4,6,3,1,Data Scientist
75196,18,Male,B.Tech,Data Science,5,9.33,1,2,1,1,4,5,1,3,1,3,2,1,5,1,2,2,5,5,5,4,5,5,5,5,2,5,4,5,2,2,2,5,4,5,5,4,5,5,5,8,2,0,4,1,2,UI/UX Designer
32018,24,Male,BCA,Computer Science,5,7.49,5,3,3,4,3,3,4,4,5,5,5,5,4,5,5,3,5,3,5,5,5,5,3,4,5,5,5,3,4,2,1,3,5,5,4,4,4,4,5,5,1,2,6,5,1,AI Engineer
16305,23,Male,B.Tech,Information Technology,8,8.47,3,5,1,1,1,2,2,3,5,3,1,1,5,4,2,5,5,5,5,5,5,5,5,5,2,4,5,5,2,1,4,2,5,5,4,5,4,5,4,6,2,1,3,2,1,Business Analyst
84943,21,Male,BCA,Information Technology,4,7.16,5,5,2,5,4,2,5,3,3,5,2,1,2,4,3,2,4,5,5,5,4,4,5,5,3,5,4,2,4,5,2,1,5,5,5,5,5,5,5,4,1,3,5,4,3,Cybersecurity Analyst
75373,21,Male,BCA,Data Science,1,6.56,3,5,2,3,2,1,5,4,4,4,1,1,4,3,2,2,4,4,5,5,4,4,3,5,1,4,4,4,4,4,3,2,5,5,5,4,4,4,4,4,3,2,2,3,3,Database Administrator
57706,24,Male,BCA,Information Technology,4,8.15,3,5,2,1,2,2,3,2,4,5,1,1,5,4,2,5,5,5,5,5,5,5,5,4,2,4,5,5,2,2,4,2,5,5,4,5,4,5,5,4,3,3,5,1,0,Business Analyst
43153,19,Male,BCA,Computer Science,2,9.56,3,5,4,5,2,3,5,3,3,3,2,1,3,4,4,1,5,3,5,5,5,4,5,5,2,4,5,3,4,5,3,1,5,5,5,4,5,4,5,6,3,4,4,3,3,Cybersecurity Analyst
86804,21,Male,MCA,Artificial Intelligence,5,6.51,2,4,2,2,2,1,2,2,5,5,2,1,5,3,4,5,5,5,5,5,4,5,5,4,2,4,5,5,3,1,5,3,5,5,4,5,4,5,5,4,3,3,5,2,2,Business Analyst
34276,21,Female,B.Sc,Artificial Intelligence,3,8.48,4,3,5,5,5,5,5,5,2,4,1,2,2,4,3,1,5,5,5,5,4,5,3,4,4,5,3,4,5,4,2,4,5,5,5,5,3,5,5,7,3,2,5,5,4,Software Engineer
27107,22,Female,MCA,Artificial Intelligence,3,7.36,5,5,2,1,1,1,2,2,5,5,4,2,5,5,5,5,5,2,4,5,5,5,4,5,3,4,5,5,3,2,5,3,5,5,5,5,3,4,5,6,2,3,5,3,2,Data Analyst
45328,21,Male,BCA,Information Technology,6,8.2,1,1,2,2,4,4,3,3,2,3,1,1,5,1,1,1,5,5,4,4,5,5,5,4,2,3,5,4,1,2,2,5,4,4,5,5,4,5,5,7,3,0,4,2,2,UI/UX Designer
57026,25,Male,BCA,Computer Science,3,7.16,4,5,2,4,3,4,5,4,3,5,2,1,3,2,4,1,4,3,5,5,4,5,4,4,3,5,3,4,5,5,3,2,5,5,5,4,4,5,4,5,1,2,5,5,3,Cloud Engineer
42409,20,Male,B.Tech,Data Science,5,7.38,3,5,3,2,2,1,3,4,5,5,2,1,5,5,4,5,4,2,5,5,3,4,4,5,4,5,5,5,2,1,4,3,5,5,5,4,3,4,4,5,3,2,3,2,2,Data Analyst
90308,23,Male,M.Tech,Artificial Intelligence,3,8.94,4,4,1,2,1,1,2,3,5,5,2,1,5,3,2,5,5,5,5,5,4,5,5,4,2,4,4,5,2,1,5,2,5,5,5,5,5,5,4,5,1,3,2,1,0,Business Analyst
65995,18,Female,B.Tech,Data Science,8,8.16,3,4,4,4,2,4,5,5,4,3,3,1,2,4,2,2,5,3,5,5,3,5,3,4,2,4,4,2,5,5,3,2,5,5,5,4,4,5,5,8,2,5,4,5,1,Cybersecurity Analyst
87306,25,Female,B.Sc,Data Science,5,9.44,3,4,5,5,4,4,5,5,3,3,1,1,3,2,4,2,5,4,5,5,5,5,3,4,3,5,4,3,3,4,3,2,5,5,5,5,4,5,5,5,3,2,3,5,3,Software Engineer
89063,20,Female,M.Tech,Information Technology,7,9.21,5,5,3,5,3,3,4,5,4,5,5,5,3,4,5,3,4,5,5,5,5,5,5,5,5,5,5,2,4,2,1,2,5,5,4,4,5,5,5,6,2,2,3,4,1,AI Engineer
98501,23,Female,B.Tech,Artificial Intelligence,4,7.64,1,1,1,2,5,4,3,1,1,3,1,1,5,1,1,2,5,5,4,4,5,5,5,5,1,5,5,5,1,2,2,5,5,4,5,4,5,5,5,6,2,2,2,1,2,UI/UX Designer
73002,25,Male,BCA,Information Technology,3,8.14,5,5,2,2,2,2,5,5,4,5,4,4,5,4,4,5,4,3,4,5,5,3,3,3,5,4,4,2,3,1,2,1,5,4,5,3,4,5,5,8,1,4,5,4,0,Data Scientist
27132,21,Male,B.Sc,Data Science,6,7.61,5,3,4,4,4,3,4,4,2,5,2,1,3,2,4,1,4,3,5,5,3,5,5,4,3,5,5,3,5,5,3,2,5,5,4,4,4,5,4,4,2,2,3,5,5,Cloud Engineer
13270,26,Female,M.Tech,Computer Science,5,9.67,2,1,1,1,4,4,2,2,1,3,1,1,4,2,2,1,5,5,4,4,5,5,5,4,2,3,4,4,2,2,3,5,4,3,5,4,5,5,5,8,3,2,2,3,2,UI/UX Designer
94327,21,Female,MCA,Computer Science,6,9.45,5,4,2,3,2,2,5,5,5,5,5,4,5,5,5,3,4,4,5,5,5,4,4,5,5,5,5,2,4,2,1,1,5,5,5,4,3,4,5,8,3,3,6,4,4,Machine Learning Engineer
39092,27,Male,BCA,Computer Science,6,7.59,3,2,2,2,4,5,3,3,1,3,2,1,5,2,1,2,5,3,5,5,5,5,5,4,1,5,5,5,1,2,2,5,3,4,5,4,4,5,5,4,1,2,4,3,2,UI/UX Designer
65629,24,Female,B.Sc,Artificial Intelligence,3,9.33,3,3,5,4,4,4,5,5,2,4,1,2,2,4,2,1,5,4,5,5,4,5,3,5,4,5,3,4,4,3,3,2,5,5,5,5,3,5,4,8,1,2,4,5,5,Software Engineer
82747,21,Male,MCA,Data Science,3,7.44,3,4,4,5,3,4,5,5,2,4,2,2,2,2,3,1,5,4,5,5,3,4,4,5,3,4,5,2,4,5,2,1,5,5,5,5,4,4,5,6,3,3,6,4,1,Cybersecurity Analyst
12767,21,Male,B.Sc,Computer Science,7,7.67,5,3,2,3,3,2,5,3,3,4,2,2,2,3,3,1,4,5,5,5,4,4,3,4,3,5,5,3,4,5,3,2,5,5,5,4,5,5,5,4,1,3,6,4,4,Cybersecurity Analyst
79751,20,Female,B.Tech,Artificial Intelligence,4,6.89,4,3,2,2,2,1,3,4,5,4,4,5,5,5,4,3,4,2,5,4,4,3,4,4,5,4,5,2,3,2,1,2,5,4,5,3,3,5,5,7,1,1,4,3,0,Data Scientist
98264,23,Female,B.Tech,Data Science,7,7.03,2,4,2,1,2,2,2,2,5,3,2,1,5,3,3,5,5,5,5,5,4,5,5,5,3,4,5,5,2,2,4,2,5,5,5,5,5,5,4,5,1,2,2,1,2,Business Analyst
99089,20,Male,M.Tech,Computer Science,8,7.86,5,5,4,3,2,2,5,3,4,4,4,5,5,4,5,4,4,3,5,5,4,4,3,3,5,4,5,3,2,2,2,2,5,5,5,4,5,4,5,5,1,2,3,4,3,Data Scientist
16071,27,Female,B.Tech,Artificial Intelligence,8,7.39,5,5,4,2,2,1,4,4,5,5,5,3,4,5,5,3,5,4,5,5,3,4,3,3,5,5,4,2,2,1,2,1,5,5,4,5,5,5,5,8,1,3,4,3,3,Data Scientist
90013,24,Male,MCA,Information Technology,3,8.37,5,4,3,3,1,2,5,4,5,5,5,4,4,5,5,4,3,4,5,5,3,4,5,4,5,5,4,3,4,3,2,2,5,5,5,4,5,4,5,6,3,2,5,4,4,Machine Learning Engineer
30082,18,Female,BCA,Artificial Intelligence,3,7.81,5,5,4,5,2,2,5,4,5,5,5,4,4,5,5,4,3,4,5,5,3,5,4,5,5,5,4,3,5,2,1,2,5,5,5,4,4,5,5,6,4,2,6,5,3,Machine Learning Engineer
91073,19,Female,BCA,Data Science,4,7.74,5,4,4,3,2,2,5,5,5,5,5,5,4,5,5,2,5,4,5,5,5,4,5,5,5,5,5,2,5,3,1,2,5,5,5,5,5,4,5,8,4,2,6,4,5,Machine Learning Engineer
44311,20,Female,B.Tech,Artificial Intelligence,7,7.06,3,5,1,2,1,2,3,3,4,4,1,1,5,5,4,5,5,4,5,5,4,5,5,4,3,3,4,5,3,2,4,2,5,5,5,5,5,5,5,6,2,1,4,3,1,Business Analyst
83550,18,Female,BCA,Information Technology,2,9.2,3,5,3,3,1,2,5,3,2,5,1,1,4,2,2,2,4,3,5,5,3,4,3,5,1,5,4,4,4,4,3,1,5,5,5,4,5,4,4,3,3,2,3,4,1,Database Administrator
72790,19,Female,M.Tech,Information Technology,6,7.93,4,5,2,2,1,2,5,4,3,3,2,1,3,3,3,3,4,4,5,5,3,4,4,5,1,5,4,3,4,3,3,2,5,5,5,4,4,4,4,3,2,3,4,2,1,Database Administrator
85898,26,Male,MCA,Information Technology,8,9.18,4,3,4,3,4,2,4,4,3,4,2,2,3,3,3,1,4,5,5,5,4,5,3,5,2,5,5,4,5,5,3,1,5,5,4,5,4,5,4,7,3,5,3,5,5,Cloud Engineer
89142,27,Male,M.Tech,Artificial Intelligence,3,7.83,5,4,2,5,1,2,5,5,5,5,5,5,5,5,5,2,3,3,5,5,5,4,4,5,5,5,4,2,4,3,2,1,5,5,5,5,5,4,5,8,3,5,4,5,3,Machine Learning Engineer
11031,28,Female,B.Sc,Information Technology,7,7.34,1,1,2,1,5,4,1,2,1,2,1,1,4,1,1,2,5,3,4,5,5,5,5,4,1,5,4,3,1,2,3,5,4,5,5,4,4,5,5,6,2,1,5,3,0,UI/UX Designer
89987,21,Female,B.Tech,Information Technology,1,8.7,3,5,2,4,3,2,4,5,3,5,3,2,3,3,4,1,5,3,5,5,5,5,5,4,3,5,4,3,5,5,3,1,5,5,4,4,4,5,5,8,1,4,4,4,2,Cloud Engineer
52341,20,Male,MCA,Artificial Intelligence,3,6.99,4,3,4,5,5,5,5,5,3,4,2,2,3,2,2,2,5,5,5,5,5,5,3,5,4,5,5,2,4,4,3,4,5,5,5,4,3,5,5,5,3,5,4,5,5,Software Engineer
68819,22,Female,B.Tech,Information Technology,1,9.29,2,1,1,2,3,4,3,3,2,2,1,1,5,2,1,2,5,5,4,4,5,5,5,4,2,5,4,5,1,1,2,5,4,5,5,4,5,5,5,6,2,0,5,2,1,UI/UX Designer
73176,23,Female,BCA,Information Technology,3,8.97,5,4,4,3,4,2,5,4,2,4,1,1,2,2,3,2,5,4,5,5,3,4,3,5,3,5,5,2,5,5,2,1,5,5,5,5,5,5,5,8,1,5,4,4,2,Cybersecurity Analyst
30045,24,Male,B.Sc,Computer Science,2,9.02,3,4,3,3,3,2,4,4,4,3,1,1,3,3,3,2,4,5,5,5,3,5,3,5,3,5,4,3,4,5,3,1,5,5,5,5,5,4,5,6,3,4,4,4,4,Cybersecurity Analyst
93745,19,Female,B.Tech,Artificial Intelligence,3,8.14,4,4,2,1,2,1,3,2,5,3,1,1,5,5,4,5,5,4,5,5,4,5,5,4,3,3,5,5,2,1,5,3,5,5,5,5,5,5,5,3,2,2,2,1,1,Business Analyst
79420,23,Male,MCA,Information Technology,6,9.78,5,5,4,3,2,2,5,4,5,5,5,4,5,5,5,3,4,4,5,5,4,5,4,4,5,5,5,3,4,3,2,2,5,5,5,4,4,4,5,7,4,4,4,5,5,Machine Learning Engineer
25264,27,Male,B.Tech,Information Technology,6,8.27,4,5,2,1,2,1,2,2,5,5,4,2,5,5,4,5,5,4,5,5,4,5,5,4,3,5,4,5,3,2,5,4,5,5,5,5,4,4,4,6,3,3,5,2,1,Data Analyst
63689,23,Female,B.Tech,Information Technology,3,6.96,1,1,2,1,3,4,2,3,1,3,2,1,5,2,1,1,5,3,5,4,5,5,5,5,2,4,5,5,1,2,2,5,4,3,5,5,5,5,5,8,3,0,3,3,0,UI/UX Designer
67980,25,Male,M.Tech,Computer Science,7,8.77,1,1,2,1,5,5,2,3,2,3,1,1,5,2,2,2,5,4,5,5,5,5,5,5,1,3,5,4,1,1,2,5,3,4,5,5,5,5,5,8,2,0,5,3,0,UI/UX Designer
63487,20,Male,B.Tech,Computer Science,5,7.57,5,3,5,5,4,4,5,5,2,3,3,1,2,4,4,1,5,5,5,5,5,5,2,5,2,5,5,2,3,2,1,4,5,5,5,5,3,5,4,6,3,2,4,5,4,Software Engineer
64337,22,Male,B.Tech,Artificial Intelligence,8,8.49,3,1,2,2,3,5,2,1,2,3,2,1,4,2,1,2,5,4,4,4,5,5,5,4,2,4,5,5,1,2,3,5,5,3,5,5,4,5,5,8,3,1,3,2,2,UI/UX Designer
39271,18,Male,M.Tech,Data Science,5,8.61,4,5,3,1,2,2,4,4,5,5,2,1,5,5,4,5,4,2,4,5,3,4,4,4,4,5,4,5,3,2,5,3,5,5,5,5,4,5,5,6,1,3,2,2,2,Data Analyst
98919,19,Male,B.Sc,Artificial Intelligence,6,8.12,5,5,4,5,3,3,5,5,5,5,5,5,5,4,5,3,4,4,5,5,4,4,4,4,5,5,5,3,4,2,1,3,5,5,5,5,5,4,5,8,1,4,5,4,2,AI Engineer
89725,21,Male,BCA,Data Science,5,9.74,5,3,3,3,3,2,4,5,5,5,5,5,4,5,5,2,5,3,5,5,4,3,5,3,5,5,5,3,3,3,1,3,5,5,4,5,4,5,5,6,3,3,6,5,3,AI Engineer
47854,23,Female,BCA,Computer Science,1,7.09,3,5,2,2,1,1,2,2,5,4,4,2,5,5,4,5,5,2,5,5,5,5,5,4,2,4,5,5,3,2,5,4,5,5,5,4,5,5,5,3,3,2,4,3,1,Data Analyst
22562,21,Male,BCA,Data Science,5,7.8,4,5,2,1,1,2,3,4,5,4,2,2,5,5,4,5,5,3,5,5,5,5,4,4,2,3,4,5,2,2,5,3,5,5,5,4,3,5,5,5,3,3,3,3,1,Data Analyst
31180,26,Male,B.Sc,Information Technology,4,7.35,5,3,4,5,5,4,5,5,2,5,2,1,2,4,4,2,3,3,5,5,5,5,2,4,2,5,5,2,4,3,1,3,5,5,5,5,5,5,4,7,1,2,5,4,2,Software Engineer
25280,27,Female,BCA,Information Technology,1,7.15,4,5,2,2,1,2,3,3,4,5,1,1,3,3,3,3,4,3,5,5,3,4,3,5,2,5,5,4,5,4,4,1,5,5,5,4,5,5,5,4,2,3,5,4,3,Database Administrator
57071,19,Female,M.Tech,Computer Science,5,6.78,5,5,2,3,2,1,4,5,5,5,5,5,5,5,5,2,4,3,5,5,3,4,3,5,5,5,5,3,4,3,1,1,5,5,5,5,5,4,5,5,3,5,4,4,5,Machine Learning Engineer
40050,19,Male,M.Tech,Computer Science,4,9.5,3,5,2,1,1,1,2,2,5,3,2,1,5,4,3,5,5,4,5,5,5,5,5,5,2,4,4,5,2,2,5,3,5,5,5,5,4,5,4,3,1,2,5,1,2,Business Analyst
44827,20,Female,BCA,Artificial Intelligence,7,8.32,3,2,1,2,5,4,1,2,1,2,1,1,5,1,1,1,5,4,5,5,5,5,5,5,1,5,5,3,2,1,3,5,3,4,5,5,4,5,5,8,2,0,3,2,0,UI/UX Designer
91903,22,Female,M.Tech,Artificial Intelligence,8,8.95,5,5,2,4,2,2,5,5,5,5,5,4,4,5,5,2,5,3,5,5,5,5,4,5,5,5,5,2,4,3,1,2,5,5,5,5,4,4,5,8,4,5,5,4,3,Machine Learning Engineer
74204,23,Female,M.Tech,Data Science,7,9.63,3,5,2,3,2,2,5,4,2,4,1,1,4,3,2,3,5,3,5,5,3,4,4,5,1,5,4,4,4,5,4,2,5,5,5,5,4,5,5,6,1,2,4,3,2,Database Administrator
88051,26,Female,B.Tech,Data Science,4,8.15,3,5,3,3,2,2,4,4,3,3,2,1,4,2,2,2,4,3,5,5,3,5,3,5,2,5,5,4,4,4,3,2,5,5,5,4,4,4,5,5,1,3,2,3,1,Database Administrator
25574,19,Male,B.Tech,Information Technology,7,9.63,3,5,5,4,5,4,5,5,2,5,1,1,2,3,4,1,3,3,5,5,4,5,3,5,3,5,5,4,5,3,2,3,5,5,4,5,5,5,5,5,1,2,5,4,5,Software Engineer
62225,28,Female,B.Sc,Computer Science,8,6.74,4,3,3,3,4,2,4,3,3,4,3,1,3,4,2,2,4,5,5,5,4,5,5,4,2,5,5,3,4,5,3,2,5,5,5,5,5,5,5,8,1,4,3,3,4,Cybersecurity Analyst
18491,18,Female,MCA,Information Technology,8,8.46,4,5,4,3,1,1,4,5,4,5,5,5,5,5,4,3,5,4,5,5,5,5,4,5,5,4,5,3,2,1,1,2,5,4,4,4,3,4,5,8,2,2,6,3,3,Data Scientist
97062,22,Male,B.Sc,Artificial Intelligence,7,8.63,4,3,4,2,2,1,4,3,5,4,5,4,4,5,5,4,3,3,4,5,5,5,3,3,5,4,4,3,3,1,1,1,5,4,4,5,3,4,5,8,3,3,6,3,3,Data Scientist
11291,24,Female,MCA,Information Technology,1,6.61,4,5,1,2,1,1,3,2,4,5,2,1,5,4,2,5,5,5,5,5,4,5,5,4,3,4,4,5,3,1,5,2,5,5,5,5,4,5,5,6,3,2,4,1,0,Business Analyst
67955,26,Male,B.Sc,Computer Science,1,9.53,4,3,3,3,1,2,5,3,5,4,5,5,5,4,5,4,3,2,5,5,5,3,3,3,5,5,4,2,3,2,1,2,5,4,4,5,4,5,5,7,3,4,5,5,1,Data Scientist
84518,26,Female,BCA,Computer Science,8,6.67,5,4,3,5,3,3,5,5,4,5,5,5,3,5,5,2,5,3,5,5,4,5,5,5,5,5,5,3,3,2,2,3,5,5,4,5,5,4,5,7,1,3,4,5,2,AI Engineer
56940,20,Male,MCA,Artificial Intelligence,1,8.15,3,2,2,2,4,4,1,3,1,3,2,1,5,2,2,2,5,4,4,5,5,5,5,5,1,3,4,5,2,2,2,5,4,5,5,5,5,5,5,6,1,2,2,2,1,UI/UX Designer
48591,21,Male,BCA,Information Technology,2,6.73,4,4,2,4,5,2,4,4,2,3,2,1,3,2,4,2,4,5,5,5,4,5,5,4,3,5,5,2,5,5,2,2,5,5,5,5,5,5,4,5,3,5,3,5,4,Cloud Engineer
44237,25,Male,B.Sc,Artificial Intelligence,1,6.57,3,5,2,2,2,2,3,3,4,4,1,1,5,4,2,5,5,5,5,5,5,5,5,4,3,4,4,5,2,2,4,3,5,5,4,5,4,5,5,5,1,1,2,3,2,Business Analyst
24596,20,Male,B.Sc,Information Technology,4,8.86,1,2,1,2,5,4,2,3,1,3,2,1,5,2,1,1,5,5,5,4,5,5,5,5,2,5,5,3,1,2,2,5,5,3,5,4,4,5,5,6,2,1,4,2,0,UI/UX Designer
93194,23,Male,BCA,Computer Science,4,9.28,5,5,3,2,3,2,4,4,3,4,1,1,2,2,3,1,4,4,5,5,3,5,5,4,2,5,3,2,5,5,3,1,5,5,4,5,4,5,5,6,1,4,5,5,2,Cloud Engineer
75683,19,Female,MCA,Computer Science,3,6.96,5,5,4,4,3,2,4,4,5,5,5,5,3,5,5,2,4,5,5,5,5,3,4,4,5,5,5,3,4,3,1,3,5,5,4,5,5,5,5,5,1,5,3,4,1,AI Engineer
77214,18,Female,M.Tech,Data Science,4,9.5,1,2,2,1,3,5,3,2,2,2,1,1,4,2,1,1,5,3,4,4,5,5,5,4,2,5,5,3,1,2,3,5,4,3,5,5,5,5,5,7,1,0,2,1,1,UI/UX Designer
53974,23,Female,M.Tech,Artificial Intelligence,6,8.9,3,4,2,3,4,4,4,4,3,5,3,2,3,3,4,2,5,4,5,5,5,5,4,5,3,5,5,2,5,5,3,2,5,5,5,5,4,5,5,5,1,4,5,5,2,Cloud Engineer
45639,28,Male,MCA,Information Technology,5,6.83,5,5,5,5,4,4,5,5,2,5,2,2,2,2,2,2,3,5,5,5,4,5,3,4,4,5,4,2,5,2,1,4,5,5,5,4,5,5,5,6,2,4,3,5,3,Software Engineer
12059,28,Male,B.Tech,Information Technology,6,6.96,3,5,2,2,2,1,4,3,3,4,1,1,2,3,2,2,5,5,5,5,4,5,3,5,2,4,4,5,5,4,3,1,5,5,5,4,4,4,4,6,3,3,5,4,3,Database Administrator
91126,20,Male,B.Sc,Data Science,7,9.8,4,5,3,3,2,2,4,5,4,4,4,3,4,4,4,3,5,3,5,5,3,5,4,5,5,4,4,2,3,2,2,1,5,4,5,4,5,3,5,4,2,2,3,3,0,Data Scientist
99820,18,Female,MCA,Computer Science,2,9.86,5,4,2,4,5,3,5,4,2,3,1,1,3,4,4,1,4,5,5,5,3,5,4,5,2,5,4,3,5,5,3,2,5,5,4,4,5,5,4,4,3,5,3,5,2,Cloud Engineer
97596,28,Female,M.Tech,Computer Science,5,6.99,5,5,4,4,1,2,5,4,5,5,5,4,4,5,5,2,4,4,5,5,4,5,3,5,5,5,5,2,4,3,2,2,5,5,5,5,3,4,5,5,2,2,4,5,4,Machine Learning Engineer
94750,27,Male,B.Sc,Data Science,7,8.98,5,4,3,5,2,2,5,4,4,5,5,5,5,4,5,3,4,4,5,5,5,4,3,4,5,5,5,2,5,3,2,3,5,5,5,4,5,5,5,8,3,2,4,5,3,AI Engineer
23222,22,Female,B.Sc,Data Science,8,7.76,3,5,3,2,1,1,3,4,4,3,1,1,4,3,2,2,4,5,5,5,3,5,3,5,2,4,4,4,4,3,3,1,5,5,5,4,4,5,4,4,3,3,5,4,1,Database Administrator
80720,25,Female,BCA,Data Science,5,8.85,4,4,2,3,1,2,4,5,4,4,5,5,5,4,4,5,3,2,4,4,5,5,4,3,5,5,4,3,2,1,1,1,5,4,4,3,5,3,5,5,3,2,4,3,0,Data Scientist
58299,25,Male,BCA,Computer Science,7,6.92,5,5,3,1,1,1,4,4,5,4,3,2,5,5,4,5,5,4,5,5,5,5,4,4,3,5,5,5,3,1,4,5,5,5,5,4,3,5,4,3,2,1,3,4,1,Data Analyst
30096,26,Male,BCA,Data Science,3,9.28,2,5,2,3,2,2,3,4,3,3,1,1,4,2,2,2,4,5,5,5,4,5,3,5,2,5,3,5,4,3,4,1,5,5,5,5,4,4,5,6,1,2,4,4,3,Database Administrator
35146,20,Female,BCA,Information Technology,4,8.75,4,3,4,5,4,4,5,5,3,5,3,1,2,3,3,1,5,3,5,5,4,5,2,5,3,5,3,4,3,4,1,2,5,5,5,4,5,5,5,6,1,2,2,5,4,Software Engineer
89545,23,Male,MCA,Artificial Intelligence,4,8.6,2,5,2,2,1,2,3,3,4,3,2,1,2,3,2,4,4,5,5,5,3,5,4,5,1,4,4,3,4,4,4,1,5,5,5,5,5,5,4,6,2,2,3,3,3,Database Administrator
72388,20,Male,M.Tech,Information Technology,4,9.6,4,4,4,5,4,4,5,5,3,3,3,2,2,3,4,2,3,5,5,5,5,5,4,5,4,5,4,4,5,4,2,3,5,5,5,4,4,5,5,7,1,5,3,5,4,Software Engineer
52724,19,Male,MCA,Data Science,7,8.54,5,5,4,5,4,2,5,4,2,3,3,2,2,4,3,1,5,3,5,5,4,5,5,4,3,5,5,3,4,5,3,2,5,5,5,4,5,5,5,7,3,2,3,4,1,Cybersecurity Analyst
41637,26,Female,MCA,Information Technology,4,6.78,4,4,3,5,4,4,5,4,4,5,1,2,3,4,2,2,5,5,5,5,3,5,5,4,3,4,5,2,5,5,3,1,5,5,5,5,5,5,5,4,3,2,3,4,3,Cybersecurity Analyst
12135,21,Male,B.Tech,Computer Science,5,6.87,1,1,2,2,5,4,1,2,2,2,2,1,5,1,1,2,5,4,5,4,5,5,5,5,2,5,4,3,2,1,3,5,3,5,5,5,5,5,5,7,3,2,5,2,0,UI/UX Designer
51935,24,Female,B.Sc,Information Technology,8,7.45,1,2,1,1,4,5,2,3,2,3,2,1,4,1,2,1,5,5,4,4,5,5,5,5,1,3,5,3,2,2,3,5,5,4,5,4,4,5,5,7,3,0,5,3,2,UI/UX Designer
73996,24,Male,B.Tech,Artificial Intelligence,7,9.03,3,2,2,1,3,5,3,1,2,3,2,1,4,2,1,1,5,4,4,5,5,5,5,5,2,3,5,3,2,1,3,5,4,4,5,4,5,5,5,8,1,1,3,1,1,UI/UX Designer
10621,26,Female,MCA,Data Science,4,8.23,3,5,1,2,1,1,3,3,5,5,4,1,5,5,4,5,4,3,4,5,5,4,4,4,3,4,4,5,2,1,4,3,5,5,5,5,5,4,4,6,1,2,4,3,2,Data Analyst
54846,21,Female,BCA,Data Science,3,8.13,2,5,1,2,1,2,3,3,4,4,2,1,5,3,3,5,5,4,5,5,5,5,5,4,3,4,4,5,2,2,5,3,5,5,4,5,5,5,4,4,1,1,4,3,1,Business Analyst
19140,18,Female,BCA,Data Science,3,7.88,4,5,1,2,1,2,2,3,4,4,2,1,5,3,4,5,5,4,5,5,4,5,5,4,3,4,4,5,3,2,5,3,5,5,5,5,5,5,5,3,3,1,2,1,0,Business Analyst
19970,21,Male,MCA,Artificial Intelligence,1,8.77,5,4,3,5,2,2,5,5,5,5,5,5,5,5,5,4,3,4,5,5,4,5,5,5,5,5,5,3,5,2,2,2,5,5,5,5,3,4,5,8,3,3,3,4,3,Machine Learning Engineer
94914,18,Male,M.Tech,Data Science,2,9.71,5,3,5,4,2,2,5,4,4,5,5,5,5,5,5,4,3,3,5,5,5,5,5,5,5,5,5,3,4,2,2,2,5,5,5,4,4,5,5,6,1,4,3,4,3,AI Engineer
76552,21,Male,MCA,Computer Science,1,8.67,5,5,3,5,3,2,4,4,4,5,5,5,4,5,5,4,5,4,5,5,5,4,4,3,5,5,5,3,5,3,1,3,5,5,5,5,5,4,5,7,3,2,3,5,2,AI Engineer
23301,27,Female,M.Tech,Data Science,8,7.07,3,5,1,2,2,2,2,3,5,4,2,1,5,5,4,5,5,4,4,5,5,5,4,5,3,3,5,5,2,1,5,3,5,5,5,5,5,5,4,5,1,2,3,3,1,Data Analyst
63913,20,Female,B.Sc,Data Science,3,8.13,5,5,3,5,3,2,5,4,4,5,5,5,4,4,5,4,4,5,5,5,4,3,5,4,5,5,5,3,3,2,1,2,5,5,4,5,5,4,5,8,1,4,4,4,2,AI Engineer
88804,22,Male,BCA,Data Science,3,7.92,5,3,4,3,2,3,5,5,4,5,5,5,4,5,5,2,4,5,5,5,5,4,4,3,5,5,5,3,5,3,1,3,5,5,5,5,4,4,5,5,1,5,4,4,2,AI Engineer
77696,18,Female,MCA,Computer Science,5,9.41,5,5,4,5,3,2,4,4,5,5,5,5,5,5,5,2,3,3,5,5,4,3,5,5,5,5,5,3,4,3,1,2,5,5,4,5,4,5,5,8,1,2,6,5,4,AI Engineer
51895,18,Male,MCA,Computer Science,4,6.5,4,5,4,4,5,5,5,5,3,4,1,2,3,4,2,2,5,5,5,5,5,5,3,5,2,5,5,3,4,4,3,4,5,5,5,4,3,5,4,8,3,5,5,4,4,Software Engineer
83040,26,Male,MCA,Data Science,4,7.41,5,5,5,4,3,3,5,5,4,5,5,5,5,4,5,2,4,5,5,5,4,3,4,5,5,5,5,3,3,2,1,2,5,5,4,5,5,4,5,5,3,4,4,5,1,AI Engineer
